domain,avg_score,sentence
news,1.2,The U.S. has lost a total of 7.2 million jobs since the recession began in December 2007.
news,1.6,It proved the same while running for governor:
answers,-2.0,"At least, we're not that fucking stupid."
news,-0.8,"""Otherwise, it's an urban agenda, or a very progressive agenda."""
news,-1.2,It follows the program's poor returns this year.
blog,1.4,"""Doug's campaign will receive the financial backing of the RNC, and get-out-the-vote efforts to defeat (Democrat) Bill Owens on Tuesday,'' Steele said in a statement issued by the RNC today."
email,-0.25,You know that the FCAT is not a bubble test.
answers,-3.0,if he treats u right
answers,-2.0,I don't normally use spell checkers...
news,1.6,The Swiss-based International Olympic Committee also rejects Yuan's allegations.
answers,-0.6,"God, My Immortal by Evanescence just tears at your heart."
email,0.6,"My livelihood, my career, has been compromised."
answers,0.4,"Mussolini called his Fascist Italy, the ""corporate state""."
answers,-1.0,"But, yeah it sounds very cute!"
news,-1.4,"""Whether it's been stops in the red zone like against Northern Colorado or turnovers here."
answers,1.2,Remove covers from litter boxes.
answers,-1.0,Agree with her.
blog,-0.4,"To which the SEC-er responded: ""It's a big organization, we don't talk to each other."""
answers,0.6,"Of course, you have to have a valid passport from your home country."
news,0.2,"His enemies, including major landowners, branded him a thuggish thief."
answers,-0.8,All the best!
blog,1.4,Since he already knew many of the people from the Bronx center he said he has spent much of his time with reservists from Indiana and Ohio.
answers,-1.6,Well you aren't.
email,0.0,"I was treated worse than a criminal and I was forced to dress in front of woman Warren County Sheriff Deputy, which is a clear violation of my Civil rights."
answers,-0.666666666667,"For More Details, Visit - http://www.profitfromnet.com http://www.profitfromnet.com/StudentLoan.htm http://www.profitfromnet.com/PartTimeJobs.htm http://www.profitfromnet.com/ReaEstate.htm http://www.profitfromnet.com/CreditCard.htm http://www.profitfromnet.com/CarInsurance.htm"
news,2.0,"Also in the race are Mills Worsham, who represents the area on the HCC board, and George Foulard, 22, an operations manager at a local energy company who raised a surprising $112,000 for his first race."
news,0.6,"""The water is high. We need help,"" he said in a public address via Radio DZBB."
answers,-2.0,"the clock stuck one, the mouse ran down hickory dickory dock."
email,2.2,"In the summer of 2001, Mr. Davis had proposed cutting $98-million from the community - college system's budget."
email,1.6,"This is something we choose to do, and in those restrictions we decide how certain things will be done in our community."
blog,-0.4,"NASA: Pure, welcome information overload for space geeks, in an app."
news,1.8,They still allow the annual state-sponsored holiday tree inside the Capitol rotunda.
news,0.6,"China asks the EU to abide by the principles of equality and mutual respect and not to send any misleading signals to Tibetan separatists, so as to ensure sound and stable development of EU-China relations, Ma said."
answers,-0.6,But I will just get them one by one.
news,1.2,State officials and advocates warn that it is far too early to draw firm conclusions about how the federal proposals would affect Massachusetts.
blog,2.0,"As for Bulkeley himself, he continued serving in the Navy in various capacities for the rest of his life, eventually rising to the rank of Vice Admiral."
blog,1.0,The Obama administration is set to make a decision in the next several months about the near-term direction of U.S. Space Policy.
news,0.0,"Schulz, who said Miliband would make a ""superb candidate"", refused to elaborate on the private talks."
answers,0.8,If they have problems it could take as much as a month or more.
email,0.4,I see kids that act up in school and disrupt the class and are sent to the office just to follow the assistant Principal around all day.
blog,2.0,"In an excerpt, the Indiana Republican presses the president to take take ownership of the economy and the war in Afghanistan."
answers,1.8,It will take time to see improvements.
news,-0.4,"""I still got a goal to get to 89 touchdowns because my quarterback coach (Zak Hill) was a four-year starter at (Central Washington) and he had 88, so I've still got another goal."""
answers,-2.6,we're all insane.
email,-1.4,Thank you!!
answers,0.0,Keep your feelings secret only giving little hints to keep him intrigued
answers,0.0,And their emotions seem to vary more then mens.
blog,0.6,Under Armour (NYSE: UA) posted better-than-expectedquarterly results and raised its full-year guidance along the way.
news,0.6,"Simon Thomson, founder of the Dubai-based Middle East Council of Shopping Centres, said Tesco had been 'conspicuous in their absence' in the region."
answers,0.0,It has been over a year for me.
answers,0.0,`Maynard's Dick 'by Maynard James Keenan or Tool.
blog,-2.2,Happy Halloween.
news,0.8,"Officials feel that Naxal menace, which now spread to 40,000 sq km area across the country, can be wiped out in a period of 12 to 30 months."
blog,-0.8,The story and the list have been updated.
blog,0.2,"However, as Netflix has partnered with Web-tethered DVRs, Blu-ray players, and video-game console makers, the service has made its way into the more practical living room setting."
answers,-2.8,would u be here till this day.
answers,-1.25,Grease for each crepe.
answers,1.4,This is the reaction of ausin at the tips of the plants.
email,-1.0,Congratulations!
news,1.2,He believes in spreading the gospel of his faith -- an evangelical tenet that rubbed some Christians in Rossville the wrong way.
email,-3.0,this is not good.
answers,1.0,"She should, however, be prepared to deal with the consequences of that."
answers,-2.6,Penguins > devils: P
news,-0.4,"""But this is the reality resulting from the absurd and shameful blockade,"" he added."
answers,1.2,And remember that root crops need less sunlight than above ground crops.
blog,0.4,"He says, ""I sometimes wonder if the very rich can live, on average, 20 years longer than the poor. That's 20 more years of earning and saving. Think about wealth and power and the advantages that you pass on to your children."""
news,1.4,"As a convicted sex offender, Sowell was required to report regularly to the sheriff's office, which said he had complied."
news,0.4,On the third floor of the home two badly decomposed corpses were found.
email,-1.6,No. I thought it was best to share internally first.
answers,-1.2,I know everyone!
answers,-1.8,"The heart pumping, momentum"
news,0.6,"The cost of the credit-default swaps implies that traders have priced in an 85.5 percent chance that the company will default within five years, a standard pricing model used by Bloomberg shows."
news,1.6,Hamas has long preached that Abbas' moderation doesn't pay and that only armed struggle will produce a Palestinian state.
answers,0.2,Pena and Suzie were both killed.
news,0.0,The effort was also aided by clear weather and calm winds.
email,2.2,"Even with the highest percentage of students in attendance at charter schools in the entire state, public schools are extermely overcrowded."
news,0.4,"U.S. Secretary of State Hillary Rodham Clinton praised the ""historic agreement"" and said she was ""very proud"" that the U.S. was ""instrumental in the process."""
answers,-2.4,Same old stuff.
news,1.0,The Supreme Court Collegium has pulled the name of Karnataka High Court Chief Justice P D Dinakaran from the five-strong list of HC chief justices it had recommended for elevation to the apex court.
news,1.6,"RBS is expected to lose 312 branches south of the border, which will become Williams & Glyn's, a bank that enjoyed an exclusive reputation in the Seventies for serving better-off customers."
